,institution,major,degree,season,decisionfin,method,decdate,decdate_ts,gpa,grev,greq,greaw,status,date_add,date_add_ts,comment
29,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2019,Accepted,,28-02-2019,1551283200,3.88,160.0,170.0,3.5,International,01-03-2019,1551369600,Surprise! Admission with Fellowship.
30,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2019,Accepted,,28-02-2019,1551283200,,,,,International,01-03-2019,1551369600,finally got an offer
31,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2019,Accepted,,06-02-2019,1549382400,,,,,International,13-02-2019,1549987200,seems like it comes in waves. But will decline for a better place
32,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2019,Rejected,,01-02-2019,1548950400,,,,,International,01-02-2019,1548950400,"Got nothing yet, seems rej"
33,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2019,Accepted,,30-01-2019,1548777600,3.96,170.0,170.0,4.0,American,01-02-2019,1548950400,"Admitted with CSEM fellowship, I'm over the freaking moon! POI broke the news, official offer followed about an hour later. Visits are March 4th.
Double majored in M.E. and Math at a pretty alright university (ranked like 70-ish nationally), POI said double major was a big plus. Had a few years of research experience with publications. For future applicants: big emphasis on GRE quant score, my verbal score was probably a fluke but I ended up retaking quant (bumped it from 166 to 170) on professor's advice. Still surreal that I got in, can't wait to start!"
34,University Of Texas At Austin,"Computational Science And Engineering (Computational Sciences, Engineering And Mathematics (CSEM))",PhD,Fall 2019,Other,Other,,,,,,,Other,30-01-2019,1548777600,Anyone got interviews or campus visit invitation from UTAustin CSEM???
35,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2018,Accepted,,12-02-2018,1518364800,,,,,Other,06-04-2018,1522944000,Just declined their offer. Good luck to those who have not received any response from them. To the poster below: You probably will have to arrange a visit individually if you'd like to have one. The funding should be stated in your admission letter.
36,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM) (Computational Sciences, Engineering And Mathematics (CSEM))",PhD,Fall 2018,Other,Other,,,,,,,International,30-03-2018,1522339200,"To the accepted CSEM students, have you heard anything about the school visits or the detailed funding?"
37,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2018,Rejected,,12-03-2018,1520784000,3.4,160.0,169.0,4.5,American,22-03-2018,1521648000,
38,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM) (Computational Sciences, Engineering And Mathematics (CSEM))",PhD,Fall 2018,Rejected,,12-03-2018,1520784000,,,,,International,13-03-2018,1520870400,Surprised. I once really liked this program. Probably should not have mentioned in SOP that I also applied to other tops schools. Accepted MIT already.
39,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM) (Computational Sciences, Engineering And Mathematics (CSEM))",PhD,Fall 2018,Rejected,,12-03-2018,1520784000,,,,,International,13-03-2018,1520870400,
40,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM) (Computational Sciences, Engineering And Mathematics (CSEM))",PhD,Fall 2018,Rejected,,13-03-2018,1520870400,,,,,International,13-03-2018,1520870400,Email Notification
41,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2018,Rejected,,12-03-2018,1520784000,3.53,151.0,169.0,3.5,International,12-03-2018,1520784000,"Too rude. Status changed to ""Denied""."
42,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2018,Rejected,,12-03-2018,1520784000,3.8,165.0,169.0,5.0,International,12-03-2018,1520784000,"No mail, checked website and status had changed."
43,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2018,Rejected,,12-03-2018,1520784000,3.97,169.0,170.0,90.0,International,12-03-2018,1520784000,Found it on the website. No email.
44,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM) (Computational Sciences, Engineering And Mathematics (CSEM))",PhD,Fall 2018,Rejected,,12-03-2018,1520784000,,,,,International,12-03-2018,1520784000,It is updated on the website without email notification.
45,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",MS,Fall 2018,Accepted,,09-03-2018,1520524800,8.94,161.0,169.0,4.0,International,09-03-2018,1520524800,
46,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM) (Computational Sciences, Engineering And Mathematics (CSEM))",MS,Fall 2018,Accepted,,08-03-2018,1520438400,3.4,161.0,170.0,4.0,International,08-03-2018,1520438400,
47,University Of Texas At Austin,Computational Science,PhD,Fall 2018,Accepted,,12-02-2018,1518364800,,,,,Other,12-02-2018,1518364800,I am religious now.
48,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM) (Computational Sciences, Engineering And Mathematics (CSEM))",PhD,Fall 2018,Accepted,,09-02-2018,1518105600,3.88,161.0,166.0,5.0,American,12-02-2018,1518364800,Notified via e-mail and subsequently reflected on the website.
49,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM) (Computational Sciences, Engineering And Mathematics (CSEM))",PhD,Fall 2017,Wait listed,,,,,,,,International,11-04-2017,1491840000,"If anyone who got accepted and he/she is not willing to take it, I request you to drop asap. Thank you..."
50,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2017,Rejected,,01-03-2017,1488297600,4.0,158.0,167.0,5.5,International,08-03-2017,1488902400,Email to check website. Best of luck to admitted students.
51,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2017,Accepted,,24-02-2017,1487865600,3.81,156.0,165.0,4.0,International,07-03-2017,1488816000,"A's in all undergrad and grad Math classes, external fellowship"
52,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM) (Computational Sciences, Engineering And Mathematics (CSEM))",PhD,Fall 2017,Rejected,,06-03-2017,1488729600,3.16,149.0,170.0,3.0,International,06-03-2017,1488729600,
53,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2017,Rejected,,06-03-2017,1488729600,,,,,International,06-03-2017,1488729600,status: Denied
54,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM) (Computational Sciences, Engineering And Mathematics (CSEM))",PhD,Fall 2017,Wait listed,,,,,,,,International,03-03-2017,1488470400,"If anyone who got accepted and he/she is not willing to take it, I request you to drop asap. Thank you..."
55,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM) (Computational Sciences, Engineering And Mathematics (CSEM))",PhD,Fall 2017,Wait listed,,,,,,,,International,03-03-2017,1488470400,
56,University Of Texas At Austin,"Computational Science Engineering & Mathematicsnd Mathematics (Computational Sciences, Engineering And Mathematics (CSEM))",PhD,Fall 2017,Rejected,,03-03-2017,1488470400,8.6,156.0,170.0,3.0,International,03-03-2017,1488470400,
57,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2017,Accepted,,02-03-2017,1488384000,,,,,International,02-03-2017,1488384000,Feel lucky.
58,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2017,Accepted,,02-03-2017,1488384000,3.95,168.0,153.0,3.0,International,02-03-2017,1488384000,"Didn't got email, but status changed to ""admitted"" from mystatus."
59,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2017,Accepted,,02-03-2017,1488384000,,,,,International,02-03-2017,1488384000,Multiple-year research experience in Computational Fluid Dynamics
60,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM) (Computational Sciences, Engineering And Mathematics (CSEM))",PhD,Fall 2017,Accepted,,22-02-2017,1487692800,3.84,,,,International,23-02-2017,1487779200,
61,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM) (Computational Sciences, Engineering And Mathematics (CSEM))",MS,Fall 2017,Accepted,,09-02-2017,1486569600,,,,,International,13-02-2017,1486915200,
62,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM) (Computational Sciences, Engineering And Mathematics (CSEM))",MS,Fall 2017,Rejected,,10-02-2017,1486656000,3.8,152.0,168.0,3.0,International,10-02-2017,1486656000,
63,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",MS,Fall 2017,Accepted,,09-02-2017,1486569600,3.94,,,,International,09-02-2017,1486569600,
64,University Of Texas At Austin,Computational Science,PhD,Fall 2017,Accepted,,06-02-2017,1486310400,3.9,163.0,165.0,5.0,American,06-02-2017,1486310400,Email from the dept and update to the MyStatus portal
65,"University Of California, San Diego ( UCSD )","Computational Sciences, Engineering And Mathematics (CSEM)",MS,Fall 2016,Accepted,,11-05-2016,1462896000,3.4,153.0,164.0,3.5,International,11-05-2016,1462896000,
66,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM) (Computational Sciences, Engineering And Mathematics (CSEM))",PhD,Fall 2016,Rejected,,08-04-2016,1460044800,,,,,International,10-04-2016,1460217600,Unlikely to get admitted from the waiting list.
67,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2016,Accepted,,07-04-2016,1459958400,,,,,International,07-04-2016,1459958400,"Finally, funding is identified. New grants are awarded."
68,"New York University, Courant Institute Of Mathematical Sciences",Scientific Computing,MS,Fall 2016,Accepted,,23-03-2016,1458662400,,154.0,170.0,3.5,International,22-03-2016,1458576000,"Aerospace Engineering Undergraduate from IIT Bombay, India. GPA 8.85/10. Did a summer internship at ICES, UT Austin in 2015. 2 years of projects and graduate courses in Computational Sciences. 1 Publication in International Astronautical Congress. Had low grades in key math courses, but still got accepted! Quite surprised. No Funding though, so I will most likely accept  UT Austin's offer in their CSEM PhD program."
69,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM) (Computational Sciences, Engineering And Mathematics (CSEM))",PhD,Fall 2016,Wait listed,,,,,,,,International,18-03-2016,1458230400,Any1 else gets waitlisted by Austin? The e-mail said there are 50 people but didn't see too much here.
70,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",MS,Fall 2016,Rejected,,16-03-2016,1458057600,3.2,153.0,164.0,3.5,International,16-03-2016,1458057600,
71,University Of Texas At Austin,"ICES Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2016,Wait listed,,,,,167.0,164.0,5.0,International,03-03-2016,1456934400,"Was informed they could not secure the funding (yet). If anyone received an acceptance but are not planning to attend, can you please please let them know so that I might have a shot? Thanks!"
72,University Of Texas At Austin,"The Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2016,Rejected,,01-03-2016,1456761600,,,,,International,01-03-2016,1456761600,......
73,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2016,Rejected,,01-03-2016,1456761600,,,,,International,01-03-2016,1456761600,First heard the decision from the professor through Email.
74,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2016,Accepted,,24-02-2016,1456243200,,154.0,170.0,3.5,International,25-02-2016,1456329600,"Got an informal acceptance call from POI (did an internship under him the previous summer) and official offer letter soon after. Undergrad GPA 8.85/10 @ Aerospace Engineering from IIT Bombay, India."
75,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2016,Accepted,,23-02-2016,1456156800,4.05,162.0,170.0,5.0,International,23-02-2016,1456156800,Got an official email today with details about funding ($2500/month stipend)
76,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2016,Other,Other,,,,,,,International,23-02-2016,1456156800,To others who have been accepted: did you hear about funding details from them?
77,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2016,Accepted,,23-02-2016,1456156800,3.86,155.0,165.0,4.5,International,23-02-2016,1456156800,Computationally oriented research in Chemical Engineering for 1.5 yrs
78,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)(Computational Sciences, Engineering And Mathematics (CSEM))",PhD,Fall 2016,Accepted,,23-02-2016,1456156800,3.8,,,,International,23-02-2016,1456156800,I opened the my status page and found status was already updated. Not sure why they did not send any email till now. Nothing mentioned regarding funding. Hope they will give funding and are not playing with me.
79,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM) (PhD)",PhD,Fall 2016,Accepted,,22-02-2016,1456070400,4.05,162.0,170.0,5.0,International,23-02-2016,1456156800,Did not receive an email. Checked the portal and found that I was admitted!
80,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2016,Other,Other,,,,,,,Other,22-02-2016,1456070400,Has anyone heard recently from the CSEM program at UT-Austin?... Just waiting on this school to make my final decision!
81,GaTech (Georgia Institute Of Technology),"Computational Sciences, Engineering And Mathematics (CSEM) (Computational Sciences, Engineering And Mathematics (CSEM))",PhD,Fall 2016,Accepted,,05-02-2016,1454601600,3.74,159.0,170.0,3.0,International,05-02-2016,1454601600,My first offer!
82,University Of Texas At Austin,Computer Science,PhD,Fall 2016,Accepted,,01-02-2016,1454256000,,,,,American,01-02-2016,1454256000,
83,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM) (ICES)",PhD,Fall 2015,Rejected,,10-03-2015,1425916800,3.2,162.0,170.0,4.0,International,15-04-2015,1429027200,
84,University Of Texas At Austin,"ICES Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2015,Accepted,,14-03-2015,1426262400,,,,,American,14-04-2015,1428940800,"If anyone is not attending, PLEASE PLEASE reject our offer before tomorrow, April 15. Some of us who have been admitted are waiting on those of you haven't rejected your offers to reject, so that we can be offered that money to attend the CSEM program at ICES for a PhD."
85,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2015,Rejected,,24-03-2015,1427126400,4.0,170.0,166.0,4.5,International,24-03-2015,1427126400,"Got admission at MIT, 2 top journal(PRL), 5 conferences, I have no idea why Austin don't give me opportunity!"
86,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM) (Computational Sciences, Engineering And Mathematics (CSEM))",PhD,Fall 2015,Wait listed,,,,,,,,International,16-03-2015,1426435200,"To those who have been accepted and are not taking it up, please confirm your decision soon (before April please !). This is my top choice for grad school."
87,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM) (ICES)",PhD,Fall 2015,Accepted,,10-03-2015,1425916800,,,,,American,15-03-2015,1426348800,"Awarded CSEM fellowship, 4 years of tuition, benefits and salary. Will accept. Hope someone deserving gets my funding offers at Stanford, UCSD and Yale."
88,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2015,Accepted,,11-02-2015,1423584000,3.81,152.0,164.0,4.0,International,13-03-2015,1426176000,BS in engineering + 2 years experience + external fellowship
89,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM) (Computational Sciences, Engineering And Mathematics (CSEM))",PhD,Fall 2015,Wait listed,,,,3.69,159.0,170.0,3.0,International,11-03-2015,1426003200,Just as the previous one. Hoping there is a chance
90,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM) (Computational Sciences, Engineering And Mathematics (CSEM))",PhD,Fall 2015,Wait listed,,,,,,,,International,11-03-2015,1426003200,"The CSEM Admissions and Fellowships Committee has reviewed your application to the CSEM PhD program for Fall 2015.  Your application was strong, however, the committee was unable to identify funding to support your admission. At this time you have been placed on our waiting list for admission.  If a spot becomes available and funding is identified, we will contact you as soon as possible.  Please be aware that we may not be able to have a final decision on your application until after April 15. 

Well that's a bummer"
91,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2015,Rejected,,10-03-2015,1425916800,3.9,159.0,170.0,4.0,International,10-03-2015,1425916800,so sad
92,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2015,Rejected,,10-03-2015,1425916800,3.65,165.0,166.0,4.5,International,10-03-2015,1425916800,Email to check website.
93,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2014,Wait listed,,,,3.85,,,3.5,International,10-04-2014,1397059200,"Dear Admitted students in the program, if you will not attend, please decline BEFORE April 15! Iâ€™ve received the following statement from the graduate office of the ICSE:
""The only way we could make you an offer is to have someone else decline before April 15, and they will most likely decline on April 15. We will not make offers after April 15."""
94,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2014,Wait listed,,,,3.85,162.0,,3.5,International,04-04-2014,1396540800,"I would be so delighted if admitted applicants, who do not intend to attend the program, decline!"
95,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2014,Rejected,,16-03-2014,1394899200,,,,,International,16-03-2014,1394899200,From CAS
96,"University Of Texas, Austin","Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2014,Rejected,,11-03-2014,1394467200,,,,,International,11-03-2014,1394467200,"Dang! See, I needed this thing. No one can understand my broken heart. UT Austin was my dream :("
97,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2014,Rejected,,11-03-2014,1394467200,,,,,,11-03-2014,1394467200,
98,"University Of Texas, Austin","Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2014,Rejected,,11-03-2014,1394467200,3.68,151.0,170.0,4.0,International,11-03-2014,1394467200,
99,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)(Computational Sciences, Engineering And Mathematics (CSEM))",PhD,Fall 2014,Rejected,,10-03-2014,1394380800,3.79,,,,International,10-03-2014,1394380800,
100,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2014,Rejected,,10-03-2014,1394380800,,,,,American,10-03-2014,1394380800,
101,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2014,Rejected,,10-03-2014,1394380800,3.99,163.0,165.0,5.0,American,10-03-2014,1394380800,Research experience and interests were related to things CSEM faculty were doing. Got into much better schools anyway...
102,Texas Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2014,Rejected,,10-03-2014,1394380800,,,,,International,10-03-2014,1394380800,
103,"University Of Texas, Austin","Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2014,Other,Other,,,,,,,,10-03-2014,1394380800,Has anyone heard from UT Austin's CSEM program? I wonder if any notifications have gone out.
104,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2014,Other,Other,,,,,,,Other,03-03-2014,1393776000,When will they notify ? has anybody got any notification
105,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM) (Computational Sciences, Engineering And Mathematics (CSEM))",PhD,Fall 2013,Accepted,,10-04-2013,1365523200,3.7,163.0,166.0,3.0,International,10-04-2013,1365523200,Accepted from waitlist. Was already sent denial last month so am very confused at how the system works...
106,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2013,Rejected,,25-03-2013,1364140800,,,,,American,26-03-2013,1364227200,Email to check website
107,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM) (Computational Sciences, Engineering And Mathematics (CSEM))",PhD,Fall 2013,Rejected,,26-03-2013,1364227200,3.7,163.0,166.0,3.0,International,26-03-2013,1364227200,Email to check website
108,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2013,Rejected,,26-03-2013,1364227200,,160.0,165.0,4.5,International,26-03-2013,1364227200,
109,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2012,Rejected,,23-03-2012,1332432000,,,,,International,12-04-2012,1334160000,"sent inquiry letter to POI, received official ""denial of application"" from the website a week later"
110,University Of Texas At Austin,Computational Science,PhD,Fall 2012,Rejected,,20-03-2012,1332172800,3.3,730.0,800.0,4.0,International,22-03-2012,1332345600,4 conf pubs + 1 journal Pub; mail pointing to website; 9th reject!
111,University Of Texas At Austin,"Computational Sciences, Engineering And Mathematics (CSEM)",PhD,Fall 2012,Rejected,,20-03-2012,1332172800,,,,,International,21-03-2012,1332259200,
112,University Of Texas At Austin,Computational Science,PhD,Fall 2012,Rejected,,19-03-2012,1332086400,,,,,American,20-03-2012,1332172800,
113,"Engineering, & Mathematics (CSEM), The University Of Texas (Austin)",Computational Science,PhD,Fall 2012,Other,Other,,,,,,,Other,20-03-2012,1332172800,"To poster below about how to check status. They will replace the ""complete...fowarded to graduate committee...blah blah"" with a message on whether you got accepted. You don't have to look or do anything else. Best of luck."
114,University Of Texas At Austin,Computational Science,PhD,Fall 2012,Other,Other,,,,,,,International,20-03-2012,1332172800,"To posters below: Why my status appears nothing? There is no status, just ""Your file has been forwarded to the Graduate Committee for review"". How could you check the status?"
115,University Of Texas At Austin,Computational Science,PhD,Fall 2012,Rejected,,20-03-2012,1332172800,,,,,International,20-03-2012,1332172800,
116,University Of Texas At Austin,Computational Science,MS,Fall 2012,Rejected,,20-03-2012,1332172800,,700.0,800.0,3.5,International,20-03-2012,1332172800,
