,institution,major,degree,season,decisionfin,method,decdate,decdate_ts,gpa,grev,greq,greaw,status,date_add,date_add_ts,comment
19,Stanford University,Mechanical Engineering,PhD,Fall 2021,Rejected,,05-03-2021,1614873600,,,,,American,08-03-2021,1615132800,
20,Stanford University,Mechanical Engineering,PhD,Fall 2021,Rejected,,05-03-2021,1614873600,,,,,International,07-03-2021,1615046400,
21,Stanford University,Mechanical Engineering,PhD,Fall 2021,Rejected,,05-03-2021,1614873600,,,,,International,06-03-2021,1614960000,"The Mechanical Engineering Graduate Admissions Committee at Stanford University has conducted a thorough review of your Ph.D. application for the Autumn 21-22 quarter. I regret to inform you that you have not been granted admission.
Our applicant pool was extremely competitive this year, and it is unfortunate that we are unable to admit all of the exceptional students who apply to our department. The process of selection is difficult and painstaking, and many strong candidates must be turned away each year. Please be assured, however, that your application received full consideration.
We wish you the best of luck in your future endeavors."
22,Stanford University,Mechanical Engineering,PhD,Fall 2021,Rejected,,05-03-2021,1614873600,,,,,International,05-03-2021,1614873600,I thought it would give some direct phd applicant a master offer but it did not.
23,Stanford University,Mechanical Engineering,PhD,Fall 2021,Rejected,,05-03-2021,1614873600,3.77,165.0,169.0,5.5,International,05-03-2021,1614873600,
24,Stanford University,Mechanical Engineering,PhD,Fall 2021,Rejected,,05-03-2021,1614873600,,,,,International,05-03-2021,1614873600,
25,Stanford University,Mechanical Engineering,PhD,Fall 2021,Rejected,,05-03-2021,1614873600,,,,,International,05-03-2021,1614873600,
26,Stanford University,Mechanical Engineering,PhD,Fall 2021,Rejected,,05-03-2021,1614873600,,,,,American,05-03-2021,1614873600,"Knew a rejection was coming since I did not get any interviews. I emailed the person to ask about MS consideration and they said that MS decisions will be out in the next few weeks BUT youâ€™ll only be notified if you get in. 

Whoever is reading this, I hope you give yourself credit for applying in the first place and overcoming Imposter Syndrome. This year seems to be a very competitive cycle everywhere with more students applying and less funding available due to Covid, so keep that in mind!"
27,Stanford University,Mechanical Engineering,PhD,Fall 2021,Rejected,,05-03-2021,1614873600,,,,,International,05-03-2021,1614873600,
28,Stanford University,Mechanical Engineering,PhD,Fall 2021,Rejected,,05-03-2021,1614873600,,,,,,05-03-2021,1614873600,
29,Stanford University,Mechanical Engineering,PhD,Fall 2021,Rejected,,05-03-2021,1614873600,,,,,International,05-03-2021,1614873600,
30,Stanford University,Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,,,,,International,05-03-2021,1614873600,"For those who got admitted to ME PhD program, have you received any emails regarding the virtual visit day? Could you share when the visit day is? Thanks!"
31,Stanford University,Mechanical Engineering,PhD,Fall 2021,Interview,,,,,,,,International,25-02-2021,1614182400,Has Stanford sent out all PhD admissions? I got three interviews several weeks ago but still have not heard back since then.  Are they still accepting PhDs? Also when is their open house day? Any ideas?
32,Stanford University,Mechanical Engineering,PhD,Fall 2021,Accepted,,16-02-2021,1613404800,4.0,,,,American,17-02-2021,1613491200,Accepted after three ~30 min interviews.
33,Stanford University,Mechanical Engineering,PhD,Fall 2021,Accepted,,16-02-2021,1613404800,,,,,International,17-02-2021,1613491200,
34,Stanford University,Mechanical Engineering,PhD,Fall 2021,Accepted,,16-02-2021,1613404800,3.84,,,,International,17-02-2021,1613491200,
35,Stanford University,Mechanical Engineering,PhD,Fall 2021,Accepted,,16-02-2021,1613404800,,,,,,17-02-2021,1613491200,Finally! Waiting for more details about the funding amount
36,Stanford University,Mechanical Engineering,PhD,Fall 2021,Accepted,,16-02-2021,1613404800,,,,,American,16-02-2021,1613404800,Acceptance received 3:55PM PST. Area: robotics/control/learning.
37,Stanford University,Mechanical Engineering,PhD,Fall 2021,Other,Other,,,,,,,,15-02-2021,1613318400,"TTBP: I also heard that from the professors who interviewed me, and haven't heard back from them yet. One of them said the decision should be sent soon (within 1-2 weeks) before their open house day."
38,Stanford University,Mechanical Engineering,PhD,Fall 2021,Other,Other,,,,,,,International,15-02-2021,1613318400,"Has anyone who had a PhD interview heard anything yet? During one of my interviews AdCom person said they would likely meet at the end of last week, with offers to follow soon after."
39,Stanford University,Mechanical Engineering,PhD,Fall 2021,Rejected,,07-02-2021,1612627200,,,,,International,07-02-2021,1612627200,"Same email is the posters below. Feels like I am in school again, softening the blow before the real blow. Give it to me. reject me on the face. no need to prep me."
40,Stanford University,Mechanical Engineering,PhD,Fall 2021,Rejected,,07-02-2021,1612627200,,,,,,07-02-2021,1612627200,
41,Stanford University,Mechanical Engineering,PhD,Fall 2021,Rejected,,07-02-2021,1612627200,,,,,,07-02-2021,1612627200,"Thank you for applying to the Mechanical Engineering Ph.D. program at Stanford. At this time, we have notified all of our interview candidates and while our decisions have not been finalized, most admitted Ph.D. students are selected for interviews."
42,Stanford University,Mechanical Engineering,PhD,Fall 2021,Rejected,,07-02-2021,1612627200,,,,,International,07-02-2021,1612627200,"GPA 3.5/4. Decent SOP, solid recos, 4 publications, good research experience.
Still not good enough for Stanford!!"
43,Stanford University,Mechanical Engineering,PhD,Fall 2021,Interview,,,,3.93,,,,International,07-02-2021,1612627200,"I was notified that I was NOT selected for an interview by the Stanford ME Department. 

""Thank you for applying to the Mechanical Engineering Ph.D. program at Stanford. At this time, we have notified all of our interview candidates and while our decisions have not been finalized, most admitted Ph.D. students are selected for interviews.

Final decisions will be released by early March, and we are unable to provide information regarding application status before decision release. However, we did want to provide you with this update about the cycle.""

The email was sent by the Graduate Admissions Officer."
44,Stanford University,Mechanical Engineering,PhD,Fall 2021,Rejected,,04-02-2021,1612368000,,,,,International,06-02-2021,1612540800,
45,Stanford University,Mechanical Engineering,PhD,Fall 2021,Interview,,,,4.0,,,,International,02-02-2021,1612195200,3 interviews to come. 1 already sent from POI. Excited!
46,Stanford University,Mechanical Engineering,PhD,Fall 2021,Interview,,,,,,,,International,02-02-2021,1612195200,Same as others have received mail for interview. Got an interview invitation from one POI in hours. Excited!
47,Stanford University,Mechanical Engineering,PhD,Fall 2021,Interview,,,,3.97,167.0,167.0,5.5,International,01-02-2021,1612108800,3 interviews expected; emails invites from particular profs will be sent by Wed at 3pm. Has anyone been contacted by their POI(s) yet?
48,Stanford University,Mechanical Engineering,PhD,Fall 2021,Interview,,,,,,,,,01-02-2021,1612108800,"3 interviews for 20-30 mins expected, any recommendation on what to prepare for the interview?"
49,Stanford University,Mechanical Engineering,PhD,Fall 2021,Interview,,,,3.9,,,,American,01-02-2021,1612108800,
50,Stanford University,Mechanical Engineering,PhD,Fall 2021,Interview,,,,,,,,American,01-02-2021,1612108800,3 interviews from Feb 1 to Feb 8. Decisions to be released early March.
51,Stanford University,Mechanical Engineering,PhD,Fall 2021,Other,Other,,,,,,,International,22-01-2021,1611244800,Any interview call so far? It's so quiet in this thread and that's weird.
52,Stanford University,Mechanical Engineering,PhD,Fall 2020,Accepted,,07-04-2020,1586188800,3.99,,,,American,07-04-2020,1586188800,
53,Stanford University,Mechanical Engineering,PhD,Fall 2020,Other,Other,,,,,,,International,20-03-2020,1584633600,"If someone got rejected for PhD, does it mean he is automatically rejected for master program ? Or someone receives offer for master in a separate email ?"
54,Stanford University,Mechanical Engineering,PhD,Fall 2020,Other,Other,,,,,,,International,19-03-2020,1584547200,"Is there anyone who got rejected for Ph.D. and got accepted for the MS program offered by the Mechanical department, Stanford?"
55,Stanford University,Mechanical Engineering,PhD,Fall 2020,Rejected,,17-03-2020,1584374400,3.86,161.0,170.0,5.5,American,17-03-2020,1584374400,"To the poster below, see my post about Cornell in this page, it says that most Stanford offers have been made but a few exceptions. It is possible they might waitlist you but their waitlist is (understandably) short. Best of luck."
56,Stanford University,Mechanical Engineering,PhD,Fall 2020,Other,Other,,,,,,,International,17-03-2020,1584374400,Is there anyone who hasnâ€™t received a mail from Stanford in their status? I only see mass rejections. How many got selected? Can I hope for admission as I havenâ€™t received any mail yet nor did I have any interviews in January. But I had one from my PIs lab student.
57,Stanford University,Mechanical Engineering,PhD,Fall 2020,Rejected,,17-03-2020,1584374400,,,,,International,17-03-2020,1584374400,
58,Stanford University,Mechanical Engineering,PhD,Fall 2020,Rejected,,16-03-2020,1584288000,3.92,166.0,160.0,4.5,International,17-03-2020,1584374400,Expected. Senior undergraduate student with minimal research experience.
59,Stanford University,Mechanical Engineering,PhD,Fall 2020,Rejected,,17-03-2020,1584374400,3.94,149.0,164.0,3.5,International,17-03-2020,1584374400,"It was dissappointing. I had 6 research papers (3 first authored) and 3 conference presentations. Even recieved prestigious fellowships in undergrad. I think GRE held me back. Finally, to anyone applying in future take GRE very seriously as nothing can balance a low GRE score(especially if you are an international student)"
60,Stanford University,Mechanical Engineering,PhD,Fall 2020,Rejected,,17-03-2020,1584374400,4.0,,,,International,16-03-2020,1584288000,"Got an email saying I was not granted admission. It's devastating given that I interned there and established some connections, but it is what it is. We move on. Congrats to those who got in."
61,Stanford University,Mechanical Engineering,PhD,Fall 2020,Rejected,,15-03-2020,1584201600,3.51,163.0,170.0,4.0,American,16-03-2020,1584288000,"""Thank you for allowing us to consider your application"" lol yeah no problem"
62,Stanford University,Mechanical Engineering,PhD,Fall 2020,Rejected,,17-03-2020,1584374400,3.84,163.0,170.0,4.0,International,16-03-2020,1584288000,
63,Stanford University,Mechanical Engineering,PhD,Fall 2020,Rejected,,16-03-2020,1584288000,,,,,International,16-03-2020,1584288000,Standard Rejection Email
64,Stanford University,Mechanical Engineering,PhD,Fall 2020,Rejected,,16-03-2020,1584288000,,,,,International,16-03-2020,1584288000,Standard rejection received via email. :(
65,Stanford University,Mechanical Engineering,PhD,Fall 2020,Rejected,,17-03-2020,1584374400,3.73,166.0,169.0,5.0,American,16-03-2020,1584288000,
66,Stanford University,Mechanical Engineering,PhD,Fall 2020,Rejected,,16-03-2020,1584288000,,,,,International,16-03-2020,1584288000,
67,Stanford University,Mechanical Engineering,PhD,Fall 2020,Rejected,,16-03-2020,1584288000,,,,,American,16-03-2020,1584288000,
68,Stanford University,Mechanical Engineering,PhD,Fall 2020,Rejected,,17-03-2020,1584374400,,,,,American,16-03-2020,1584288000,
69,Stanford University,Mechanical Engineering,PhD,Fall 2020,Rejected,,17-03-2020,1584374400,,,,,International,16-03-2020,1584288000,Got three interviews last month. Sad...
70,Stanford University,Mechanical Engineering,PhD,Fall 2020,Rejected,,17-03-2020,1584374400,,,,,International,16-03-2020,1584288000,
71,Stanford University,Mechanical Engineering,PhD,Fall 2020,Rejected,,17-03-2020,1584374400,,,,,,16-03-2020,1584288000,Standard rejection email from graduate admissions committee.
72,Stanford University,Mechanical Engineering,PhD,Fall 2020,Other,Other,,,,,,,International,11-03-2020,1583856000,To all the students who got offers from Stanford Mechanical department: Post your POI name please so that others can know their chances of getting in. I am interested in Prof. S. Lele and Prof. Hanson.
73,Stanford University,Mechanical Engineering,PhD,Fall 2020,Other,Other,,,,,,,International,08-03-2020,1583596800,"TTPB: because I was interviewed by his group member, and I was told that Iam kind of waitlisted."
74,Stanford University,Mechanical Engineering,PhD,Fall 2020,Other,Other,,,,,,,Other,08-03-2020,1583596800,TTPB: How do you know the offers for Prof. Hanson have been made? None of the posts below mentioned the name. Curious.
75,Stanford University,Mechanical Engineering,PhD,Fall 2020,Interview,,,,,,,,International,06-03-2020,1583424000,
76,Stanford University,Mechanical Engineering,PhD,Fall 2020,Other,Other,,,4.0,,,4.0,International,03-03-2020,1583164800,"Hi guys, did anyone who is interested in the masters get the offer from Stanford Mechanical department yet? Also, were there any additional offers for Ph.D. candidates after the first round? Please let us know. This wait is killing me as I was not even invited for an interview."
77,Stanford University,Mechanical Engineering,PhD,Fall 2020,Other,Other,,,,,,,,11-02-2020,1581350400,Has anyone got a rejection from these guys?
78,Stanford University,Mechanical Engineering,PhD,Fall 2020,Accepted,,10-02-2020,1581264000,3.96,170.0,164.0,5.0,International,10-02-2020,1581264000,
79,Stanford University,Mechanical Engineering,PhD,Fall 2020,Accepted,,09-02-2020,1581177600,4.0,162.0,169.0,4.5,American,10-02-2020,1581264000,"1 publication, 6 posters, 1 REU, 4 years of research, 4.0 GPA at an average state school. No prior contact with any Stanford PIs. Had two great and one so-so interviews with faculty two weeks ago; absolutely elated to have heard back so soon. Admitted students weekend is March 2-3."
80,Stanford University,Mechanical Engineering,PhD,Fall 2019,Other,Other,,,,,,,Other,10-02-2020,1581264000,"To the International and American students accepted to Stanford PhD on 9th Feb 2020, congratulations. Please can you share your profile and any interview details?"
81,Stanford University,Mechanical Engineering,PhD,Fall 2020,Accepted,,09-02-2020,1581177600,,,,,American,09-02-2020,1581177600,
82,Stanford University,Mechanical Engineering,PhD,Fall 2020,Accepted,,09-02-2020,1581177600,,,,,International,09-02-2020,1581177600,
83,Stanford University,Mechanical Engineering,PhD,Fall 2020,Other,Other,,,,,,,International,08-02-2020,1581091200,To the Stanford ME Ph.D. acceptance poster below: Congrats. Did you receive an informal notification from the professors who interviewed you or was it a formal email from the graduate office?
84,Stanford University,Mechanical Engineering,PhD,Fall 2020,Accepted,,07-02-2020,1581004800,,,,,American,08-02-2020,1581091200,
85,Stanford University,Mechanical Engineering,PhD,Fall 2020,Other,Other,,,,,,,International,05-02-2020,1580832000,Have all the interview requests been sent to the short-listed applicants or should we expect more to come?
86,Stanford University,Mechanical Engineering,PhD,Fall 2020,Interview,,,,4.0,162.0,169.0,4.5,American,27-01-2020,1580054400,Interviews via Skype Jan 25-31. Visit weekend for those admitted March 2-3.
87,Stanford University,Mechanical Engineering,PhD,Fall 2020,Interview,,,,3.86,165.0,161.0,5.0,American,25-01-2020,1579881600,
88,Stanford University,Mechanical Engineering,PhD,Fall 2020,Other,Other,,,,,,,International,25-01-2020,1579881600,"TTPB who had his interview today(25Jan), can you please share your field of interest?"
89,Stanford University,Mechanical Engineering,PhD,Fall 2020,Interview,,,,3.91,159.0,169.0,5.0,American,25-01-2020,1579881600,
90,Stanford University,Mechanical Engineering,PhD,Fall 2020,Interview,,,,,,,,International,25-01-2020,1579881600,Received an email that the interviews for ME will be scheduled starting today up to Feb2.
91,Stanford University,Mechanical Engineering,PhD,Fall 2020,Interview,,,,4.0,170.0,170.0,5.0,International,16-01-2020,1579104000,"GPA 4.0, GRE 170/170/5, 4 publications (2 conf, 2 journal), 2 internships (one at MIT)"
92,Stanford University,Mechanical Engineering,PhD,Fall 2020,Other,Other,,,,,,,International,31-12-2019,1577721600,To the poster below(Stanford acceptance): I have a similar field of interest. Do you mind sharing the name of your POI? or the professor you had an interview with?
93,Stanford University,Mechanical Engineering,PhD,Fall 2020,Accepted,,31-12-2020,1609344000,,,,,International,31-12-2019,1577721600,To the poster below: Thank you my area of research is in scientific computation with focus on fluids
94,Stanford University,Mechanical Engineering,PhD,Fall 2020,Other,Other,,,,,,,International,31-12-2019,1577721600,To the poster below: Congratulations. Which field (within M.E.) did you apply to at Stanford for a Ph.D.?
95,Stanford University,Mechanical Engineering,PhD,Fall 2020,Accepted,,31-12-2020,1609344000,3.9,166.0,168.0,5.0,International,31-12-2019,1577721600,"Over the cloud. Received a mail from POI after a informal interview, that my candidacy has been recommended for graduate school. Official offer letter will follow up soon. Did my undergrad from decent university in UK."
96,Stanford University,Mechanical Engineering,PhD,Fall 2019,Rejected,,17-05-2019,1558022400,3.97,169.0,165.0,5.0,American,17-05-2019,1558022400,"Didn't even have the courtesy to give me an email notification after contacting the admissions folks. I had to email one of the profs who interviewed me to get an answer. Got a better offer elsewhere, but how inconsiderate."
97,Stanford University,Mechanical Engineering,PhD,Fall 2019,Other,Other,,,,,,,,16-04-2019,1555344000,"I don't think it's gonna happen unless, according to the chair of graduate admissions from the Dept, a professor would like to fund you. As a department, they will not make more offers."
98,Stanford University,Mechanical Engineering,PhD,Fall 2019,Other,Other,,,,,,,American,15-04-2019,1555257600,Anyone still waiting for their decision (rejection) letter?
99,Stanford University,Mechanical Engineering,PhD,Fall 2019,Other,Other,,,,,,,International,05-04-2019,1554393600,"TTPB: Iâ€™m on the same boat. Got interviews back in Feb, and havenâ€™t heard anything back. I also have the certifile thing, but I donâ€™t think that means anything. Hope we are on the waitlist, and get moved up before 4/15."
100,Stanford University,Mechanical Engineering,PhD,Fall 2019,Other,Other,,,,,,,American,05-04-2019,1554393600,"Anyone still waiting to hear from Stanford? I have yet to get any notification after interviews. I am assuming this equals a reject, but I got a prompt to verify credential on a CertiFile thing. No notice of whether I am on the wait list or not, but one can always hope."
101,Stanford University,Mechanical Engineering,PhD,Fall 2019,Other,Other,,,,,,,International,18-03-2019,1552838400,"If you are gonna turn down the offer, please do it soon, waitlisted ppl are suffering from waiting..."
102,Stanford University,Mechanical Engineering,PhD,Fall 2019,Other,Other,,,,,,,American,12-03-2019,1552320000,Anyone know what this CertiFile thing is on the application portal? I know some are on the waitlist. I have not been contacted yet.
103,Stanford University,Mechanical Engineering,PhD,Fall 2019,Other,Other,,,,,,,,10-03-2019,1552147200,Is there any chance to get admitted still? There were lots of rejection on Friday. What about the rest?
104,Stanford University,Mechanical Engineering,PhD,Fall 2019,Rejected,,09-03-2019,1552060800,3.94,151.0,169.0,4.0,International,09-03-2019,1552060800,
105,Stanford University,Mechanical Engineering,PhD,Fall 2019,Rejected,,09-03-2019,1552060800,3.85,,165.0,,American,09-03-2019,1552060800,Excepted because I was not invited to interview. Congrats to those admittted!
106,Stanford University,Mechanical Engineering,PhD,Fall 2019,Rejected,,09-03-2019,1552060800,,,,,International,09-03-2019,1552060800,
107,Stanford University,Mechanical Engineering,PhD,Fall 2019,Rejected,,09-03-2019,1552060800,3.98,161.0,169.0,6.0,International,09-03-2019,1552060800,Shame. Congratulations to the admitted students!
108,Stanford University,Mechanical Engineering,PhD,Fall 2019,Other,Other,,,,,,,International,08-03-2019,1551974400,To the post below: Received an email to check the revised portal status. No information on waitlisted candidates.
109,Stanford University,Mechanical Engineering,PhD,Fall 2019,Other,Other,,,,,,,International,08-03-2019,1551974400,"To the post below: how do you guys know you are waitlisted? Did you get an email or something on your Applyweb portal indicates? I have a CertiFile option now and, I don't know what that means..."
110,Stanford University,Mechanical Engineering,PhD,Fall 2019,Rejected,,09-03-2019,1552060800,,,,,International,08-03-2019,1551974400,Heart breaking
111,Stanford University,Mechanical Engineering,PhD,Fall 2019,Rejected,,09-03-2019,1552060800,,,,,American,08-03-2019,1551974400,Email to check site
112,Stanford University,Mechanical Engineering,PhD,Fall 2019,Rejected,,09-03-2019,1552060800,3.77,169.0,147.0,3.0,,08-03-2019,1551974400,Emailed to check the website. Contacted POI who has collaboration with my undergrad advisor.
113,Stanford University,Mechanical Engineering,PhD,Fall 2019,Wait listed,,,,,,,,Other,08-03-2019,1551974400,Itâ€™s been there as long as I can remember. I believe it doesnâ€™t mean anything
114,Stanford University,Mechanical Engineering,PhD,Fall 2019,Rejected,,08-03-2019,1551974400,,,,,International,08-03-2019,1551974400,"Well, Congrat who got admitted!"
115,Stanford University,Mechanical Engineering,PhD,Fall 2019,Rejected,,09-03-2019,1552060800,,,,,International,08-03-2019,1551974400,This one really hurt. ðŸ˜”
116,Stanford University,Mechanical Engineering,PhD,Fall 2019,Rejected,,08-03-2019,1551974400,,,,,International,08-03-2019,1551974400,
117,Stanford University,Mechanical Engineering,PhD,Fall 2019,Wait listed,,,,,,,,,08-03-2019,1551974400,"@ the post below, does your applyweb portal have a CertiFile option now?"
118,Stanford University,Mechanical Engineering,PhD,Fall 2019,Wait listed,,,,,,,,,08-03-2019,1551974400,"Waitlisted :/ Please decline your offer if you don't plan to attend. This is probably my only hope. Applied for the PhD program, received an MS today."
119,Stanford University,Mechanical Engineering,PhD,Fall 2019,Other,Other,,,,,,,Other,27-02-2019,1551196800,"Like I said, the PI who interviewed me told me. That is just my anecdote, so you can always reach out to someone in the department"
120,Stanford University,Mechanical Engineering,PhD,Fall 2019,Accepted,,08-02-2019,1549555200,,,,,,27-02-2019,1551196800,"Heads up guys: I was admitted a few weeks ago during the initial wave of acceptances. A PI I interviewed with said they interviewed about 70 and were offering ~30-35 acceptances. Those have already gone out. I think its highly unlikely they send out any more PhD acceptances because they assume that 10-15 people will not accept. 

My advice is to reach out to potential faculty you want to work with and try and get them to advocate for you. Its unlikely you will get admitted otherwise"
121,Stanford University,Mechanical Engineering,PhD,Fall 2019,Other,Other,,,,,,,American,27-02-2019,1551196800,"To the poster below. I, too, am waiting after finishing interviews at the end of Jan. I read earlier that a prof. told someone that the school has a record number of applicants so decisions should be expected to be delayed."
122,Stanford University,Mechanical Engineering,PhD,Fall 2019,Other,Other,,,4.0,165.0,170.0,4.5,International,27-02-2019,1551196800,"I haven't heard back from Stanford after two interviews at the end of Jan. I know a few admits have been given out around Feb 8th, but will more admits be coming out soon?"
123,Stanford University,Mechanical Engineering,PhD,Fall 2019,Other,Other,,,,,,,American,24-02-2019,1550937600,Does anyone know if non-interviewed applicants stand a chance of being admitted? Or are they just waiting until late March to send out rejection letters?
124,Stanford University,Mechanical Engineering,PhD,Fall 2019,Other,Other,,,,,,,,24-02-2019,1550937600,"To the post below: I don't know what those early offers suggest or their FA type. I honestly would be happy just to receive admission. Earlier last week someone's post said a prof told him there would likely be a delay. Assume that's true, now I wonder if more offers have been made after the early offers. Finger crossed."
125,Stanford University,Mechanical Engineering,PhD,Fall 2019,Interview,,,,,,,,International,24-02-2019,1550937600,"I had 2 interviews back to early Feb, was expecting to hear from them by Mid Feb, but haven't heard anything back. To the post below, were those early offers coming with fellowships? I am just wondering if there is still hope for fellowship... Good luck everyone!"
126,Stanford University,Mechanical Engineering,PhD,Fall 2019,Other,Other,,,,,,,,24-02-2019,1550937600,I knew Stanford made some offers a few weeks ago to some interviewed PhD applicants and would make more over the next couple of weeks according to the admission officer. Don't give up on hope people! And please share genuine info & updates if you have any.
127,Stanford University,Mechanical Engineering,PhD,Fall 2019,Other,Other,,,,,,,,19-02-2019,1550505600,Anyone heard back from Stanford last/this week?
128,Stanford University,Mechanical Engineering,PhD,Fall 2019,Other,Other,,,,,,,International,18-02-2019,1550419200,Dear applicants: Is there any notification or official admission from department? Or is there any unofficial admission? Seems like the application process is delayed compared to last year.
129,Stanford University,Mechanical Engineering,PhD,Fall 2019,Other,Other,,,,,,,International,18-02-2019,1550419200,Dear applicants: Is there any notification or official admission from department? Or is there any unofficial admission? Seems like the application process is delayed compared to last year.
130,Stanford University,Mechanical Engineering,PhD,Fall 2019,Accepted,,08-02-2019,1549555200,,,,,American,08-02-2019,1549555200,
131,Stanford University,Mechanical Engineering,PhD,Fall 2019,Accepted,,07-02-2019,1549468800,4.0,161.0,165.0,5.5,,07-02-2019,1549468800,Phone call from adcom professor who interviewed me. STOKED!!!
132,Stanford University,Mechanical Engineering,PhD,Fall 2019,Other,Other,,,,,,,American,06-02-2019,1549382400,"@the person asking about Stanford interviews: I'm not the person who you're asking, but someone else who interviewed and they gave no indication that they were done interviewing/admitting (although I can't imagine them accepting without interviewing at some point). However, they have said that our results should be out in the next week or 2"
133,Stanford University,Mechanical Engineering,PhD,Fall 2019,Other,Other,,,,,,,International,05-02-2019,1549296000,"To the poster below, congrats Is the interview process essential for PhD admission? 1st round?"
134,Stanford University,Mechanical Engineering,PhD,Fall 2019,Interview,,,,3.99,164.0,170.0,4.5,International,23-01-2019,1548172800,"""As part of the selection process, you will be video interviewed by two or three (2-3) Mechanical Engineering faculty members between January 23 - February 4, 2019. In the next few days, Mechanical Engineering faculty and staff will reach out to you to set up individual 30 minute interviews."""
135,Stanford University,Mechanical Engineering,PhD,Fall 2019,Interview,,,,4.0,155.0,166.0,4.5,American,23-01-2019,1548172800,Informed that I will be doing at least 2 interviews for both admission and funding. and official decisions will be sent mid feb
136,Stanford University,Mechanical Engineering,PhD,Fall 2018,Rejected,,13-03-2018,1520870400,3.74,154.0,167.0,4.5,International,13-03-2018,1520870400,Expected
137,Stanford University,Mechanical Engineering,PhD,Fall 2018,Rejected,,12-03-2018,1520784000,,,,,American,12-03-2018,1520784000,
